first_name,last_name,Club,Position,Height,Nationality,Flag,Date of Birth,image_url,Appearances,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Marcos,Senesi,Bournemouth,Defender,185cm,Argentina,https://resources.premierleague.com/premierleague/flags/AR.png,10/05/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p221466.png,22,4,33,39,49%,2,0,23,78,38,0,125,82,99,8,30,30,0,0,2,975,44.32,1,15,47%,4,90,8,0,32,0,3,2,1,0,0,,,,,,,,,,,,,,,
Femi,Seriki,,Defender,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,28/04/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p471848.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Steven,Sessegnon,,Defender,175cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,18/05/2000,https://resources.premierleague.com/premierleague/photos/players/250x250/p208998.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Luke,Shaw,Manchester United,Defender,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,12/07/1995  (28),https://resources.premierleague.com/premierleague/photos/players/250x250/p106760.png,12,2,13,11,73%,0,0,6,37,19,0,59,34,39,7,13,10,0,0,0,551,45.92,1,33,27%,2,16,6,0,14,0,0,0,0,0,0,,,,,,,,,,,,,,,
James,Shea,Luton Town,Goalkeeper,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,16/06/1991  (32),https://resources.premierleague.com/premierleague/photos/players/250x250/p77818.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
George,Shelvey,,Goalkeeper,188cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,22/04/2001,https://resources.premierleague.com/premierleague/photos/players/250x250/p450197.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Shola,Shoretire,Manchester United,Forward,170cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,02/02/2004  (20),https://resources.premierleague.com/premierleague/photos/players/250x250/p472464.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ellis,Simms,,Forward,191cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,05/01/2001,https://resources.premierleague.com/premierleague/photos/players/250x250/p218997.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kamarai,Simon-Swyer,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,04/12/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p461030.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Viljami,Sinisalo,,Goalkeeper,196cm,Finland,https://resources.premierleague.com/premierleague/flags/FI.png,11/10/2001,https://resources.premierleague.com/premierleague/photos/players/250x250/p248164.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Luis,Sinisterra,Bournemouth,Forward,172cm,Colombia,https://resources.premierleague.com/premierleague/flags/CO.png,17/06/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p224995.png,17,,,21,,,5,8,3,0,,,,,,,,,,2,230,13.53,2,7,,,,0,0,11,4,2,0,2,0,1,0.12,0,0,20,7,35%,1,,,,,,,,
Oliver,Skipp,Tottenham Hotspur,Midfielder,175cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,16/09/2000  (23),https://resources.premierleague.com/premierleague/photos/players/250x250/p209042.png,17,,,15,67%,,2,1,4,3,,34,27,29,1,3,10,,0,0,307,18.06,0,1,100%,1,11,2,0,7,0,0,0,0,0,0,0.00,0,0,3,1,33%,1,,,,,,,,
Gabriel,Slonina,,Goalkeeper,193cm,United States,https://resources.premierleague.com/premierleague/flags/US.png,15/05/2004,https://resources.premierleague.com/premierleague/photos/players/250x250/p471798.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Matt,Smith,,Midfielder,176cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,05/10/2000,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Emile,Smith Rowe,Arsenal,Midfielder,182cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,28/07/2000  (23),https://resources.premierleague.com/premierleague/photos/players/250x250/p209289.png,10,,,3,0%,,2,1,0,0,,12,10,16,3,3,4,,0,1,142,14.20,0,1,0%,0,1,0,0,4,0,0,0,0,0,0,0.00,0,0,10,6,60%,1,,,,,,,,
Dominic,Solanke,Bournemouth,Forward,187cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,14/09/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p154566.png,25,,,15,,,21,3,31,24,,,,,,,,,,3,347,13.88,2,5,,,,2,0,28,11,14,2,11,1,3,0.56,1,0,79,28,35%,10,,,,,,,,
Manor,Solomon,Tottenham Hotspur,Forward,170cm,Israel,https://resources.premierleague.com/premierleague/flags/IL.png,24/07/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p235674.png,5,,,3,,,3,3,1,1,,,,,,,,,,2,85,17.00,1,5,,,,1,0,2,1,0,0,0,0,0,0.00,0,0,7,1,14%,0,,,,,,,,
Son,Heung-Min,Tottenham Hotspur,Forward,183cm,South Korea,https://resources.premierleague.com/premierleague/flags/KR.png,08/07/1992  (31),https://resources.premierleague.com/premierleague/photos/players/250x250/p85971.png,22,,,14,,,13,7,4,1,,,,,,,,,,6,594,27.00,12,24,,,,1,0,9,16,12,0,8,4,1,0.55,1,0,52,26,50%,3,,,,,,,,
Tomás,Soucek,West Ham United,Midfielder,192cm,Czech Republic,https://resources.premierleague.com/premierleague/flags/CZ.png,27/02/1995  (29),https://resources.premierleague.com/premierleague/photos/players/250x250/p215439.png,25,,,32,75%,,7,26,64,35,,102,131,116,2,82,60,,0,1,631,25.24,3,4,25%,2,18,3,0,28,8,5,1,3,1,1,0.20,0,0,32,10,31%,8,,,,,,,,
Lino,Sousa,,Defender,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,19/01/2005,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Djed,Spence,,Defender,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,09/08/2000,https://resources.premierleague.com/premierleague/photos/players/250x250/p232859.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jack,Stacey,,Defender,180cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,06/04/1996,https://resources.premierleague.com/premierleague/photos/players/250x250/p154131.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Junior,Stanislas,,Midfielder,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,26/11/1989,https://resources.premierleague.com/premierleague/photos/players/250x250/p56872.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Jay,Stansfield,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,24/11/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p490146.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Joseph,Starbuck,,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,03/08/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jason,Steele,Brighton &amp; Hove Albion,Goalkeeper,188cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,18/08/1990  (33),https://resources.premierleague.com/premierleague/photos/players/250x250/p49262.png,14,2,25,,,,,,,,,,,,,,,0,0,0,512,36.57,,,,,70,0,0,0,,0,,,,,,,,,,,,37,0,2,6,1,13,53,46
Jed,Steer,,Goalkeeper,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,23/09/1992,https://resources.premierleague.com/premierleague/photos/players/250x250/p79852.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Zack,Steffen,,Goalkeeper,191cm,United States,https://resources.premierleague.com/premierleague/flags/US.png,02/04/1995,https://resources.premierleague.com/premierleague/photos/players/250x250/p164484.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Jack,Stephens,,Defender,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,27/01/1994,https://resources.premierleague.com/premierleague/photos/players/250x250/p88900.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Raheem,Sterling,Chelsea,Forward,172cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,08/12/1994  (29),https://resources.premierleague.com/premierleague/photos/players/250x250/p103955.png,23,,,19,,,13,12,7,5,,,,,,,,,,3,564,24.52,5,52,,,,5,0,29,10,6,0,4,2,2,0.26,0,1,40,15,38%,9,,,,,,,,
Finley,Stevens,,Defender,179cm,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,10/04/2003,https://resources.premierleague.com/premierleague/photos/players/250x250/p450550.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Layton,Stewart,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,03/09/2002,https://resources.premierleague.com/premierleague/photos/players/250x250/p461609.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
John,Stones,Manchester City,Defender,188cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,28/05/1994  (29),https://resources.premierleague.com/premierleague/photos/players/250x250/p97299.png,12,4,5,2,50%,0,1,8,17,6,0,29,17,16,0,11,3,0,0,0,564,47.00,0,5,0%,0,19,2,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,
Thomas,Strakosha,Brentford,Goalkeeper,186cm,Albania,https://resources.premierleague.com/premierleague/flags/AL.png,19/03/1995  (28),https://resources.premierleague.com/premierleague/photos/players/250x250/p140200.png,2,0,2,,,,,,,,,,,,,,,0,0,0,66,33.00,,,,,16,0,0,0,,0,,,,,,,,,,,,6,0,1,2,0,0,5,15
Ronnie,Stutter,Chelsea,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,06/01/2005  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Sam,Surridge,,Forward,191cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,28/07/1998,https://resources.premierleague.com/premierleague/photos/players/250x250/p217331.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Mahamadou,Susoho,Manchester City,Midfielder,175cm,Spain,https://resources.premierleague.com/premierleague/flags/ES.png,20/01/2005  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
James,Sweet,Arsenal,Defender,,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,03/11/2003  (20),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Sil,Swinkels,,Defender,190cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,06/01/2004,https://resources.premierleague.com/premierleague/photos/players/250x250/p514287.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Dominik,Szoboszlai,Liverpool,Midfielder,186cm,Hungary,https://resources.premierleague.com/premierleague/flags/HU.png,25/10/2000  (23),https://resources.premierleague.com/premierleague/photos/players/250x250/p424876.png,21,,,29,62%,,18,11,13,5,,133,80,105,21,9,13,,0,2,"1,086",51.71,5,79,24%,2,45,1,0,22,3,3,1,1,1,0,0.14,0,0,41,10,24%,0,,,,,,,,
Japhet,Tanganga,,Defender,184cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,31/03/1999,https://resources.premierleague.com/premierleague/photos/players/250x250/p199584.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Devan,Tanton,Fulham,Defender,176cm,Colombia,https://resources.premierleague.com/premierleague/flags/CO.png,03/01/2004  (20),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Matt,Targett,Newcastle United,Defender,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,18/09/1995  (28),https://resources.premierleague.com/premierleague/photos/players/250x250/p169359.png,3,0,4,2,0%,0,0,0,2,0,0,5,4,4,0,0,3,0,0,0,38,12.67,0,0,0%,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
James,Tarkowski,Everton,Defender,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,19/11/1992  (31),https://resources.premierleague.com/premierleague/photos/players/250x250/p17761.png,26,8,34,37,68%,2,3,47,122,61,1,128,161,95,12,100,40,0,1,1,"1,046",40.23,4,4,75%,0,116,5,0,28,1,1,1,0,0,1,,,,,,,,,,,,,,,
Jimi,Tauriainen,Chelsea,Midfielder,,Finland,https://resources.premierleague.com/premierleague/flags/FI.png,08/03/2004  (19),https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Marcus,Tavernier,Bournemouth,Midfielder,178cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,22/03/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p201658.png,22,,,39,64%,,13,4,14,6,,111,105,133,33,12,28,,0,4,560,25.45,7,92,23%,1,17,1,0,13,3,2,0,0,2,0,0.09,0,0,40,13,33%,2,,,,,,,,
Charlie,Taylor,Burnley,Defender,176cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,18/09/1993  (30),https://resources.premierleague.com/premierleague/photos/players/250x250/p103914.png,18,2,32,27,52%,0,2,15,49,28,0,69,71,69,7,27,26,0,0,1,700,38.89,3,36,19%,0,43,6,0,17,0,1,0,0,1,0,,,,,,,,,,,,,,,
Slobodan,Tedic,,Forward,190cm,Serbia,https://resources.premierleague.com/premierleague/flags/RS.png,13/04/2000,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Nathan,Tella,,Midfielder,173cm,Nigeria,https://resources.premierleague.com/premierleague/flags/NG.png,05/07/1999,https://resources.premierleague.com/premierleague/photos/players/250x250/p203389.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kenny,Tete,Fulham,Defender,180cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,09/10/1995  (28),https://resources.premierleague.com/premierleague/photos/players/250x250/p167074.png,10,2,16,21,67%,0,0,16,27,12,0,34,39,34,7,4,5,0,0,0,309,30.90,0,18,28%,1,10,2,0,11,0,1,0,1,0,0,,,,,,,,,,,,,,,
Thiago,Silva,Chelsea,Defender,183cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,22/09/1984  (39),https://resources.premierleague.com/premierleague/photos/players/250x250/p51090.png,23,5,37,25,44%,1,3,21,105,51,0,111,72,37,2,39,16,0,1,0,"1,722",74.87,2,2,0%,0,83,3,0,8,0,2,2,0,0,0,,,,,,,,,,,,,,,
Bobby,Thomas,,Defender,186cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/01/2001,https://resources.premierleague.com/premierleague/photos/players/250x250/p461102.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Elliot,Thorpe,Luton Town,Midfielder,176cm,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,09/11/2000  (23),https://resources.premierleague.com/premierleague/photos/players/250x250/p232477.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Youri,Tielemans,Aston Villa,Midfielder,176cm,Belgium,https://resources.premierleague.com/premierleague/flags/BE.png,07/05/1997  (26),https://resources.premierleague.com/premierleague/photos/players/250x250/p166989.png,22,,,23,48%,,2,9,3,0,,51,58,56,8,8,5,,0,4,500,22.73,3,16,6%,11,18,1,0,11,0,1,0,1,0,1,0.05,0,0,8,4,50%,1,,,,,,,,
Kieran,Tierney,,Defender,178cm,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,05/06/1997,https://resources.premierleague.com/premierleague/photos/players/250x250/p192895.png,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jurriën,Timber,Arsenal,Defender,179cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,17/06/2001  (22),https://resources.premierleague.com/premierleague/photos/players/250x250/p445122.png,1,0,0,1,100%,0,0,0,1,0,0,2,2,2,0,1,0,0,0,0,45,45.00,0,0,0%,0,0,1,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,
Harry,Toffolo,Nottingham Forest,Defender,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,19/08/1995  (28),https://resources.premierleague.com/premierleague/photos/players/250x250/p114241.png,15,1,23,18,44%,0,1,11,31,13,0,37,38,37,1,17,13,0,0,3,333,22.20,2,38,39%,0,14,2,0,12,0,1,1,0,0,0,,,,,,,,,,,,,,,
Takehiro,Tomiyasu,Arsenal,Defender,187cm,Japan,https://resources.premierleague.com/premierleague/flags/JP.png,05/11/1998  (25),https://resources.premierleague.com/premierleague/photos/players/250x250/p223723.png,13,1,5,11,45%,0,3,10,18,10,0,34,30,24,4,13,9,0,0,1,426,32.77,0,7,14%,1,9,0,1,7,0,1,0,1,0,0,,,,,,,,,,,,,,,
James,Tomkins,Crystal Palace,Defender,192cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,29/03/1989  (34),https://resources.premierleague.com/premierleague/photos/players/250x250/p49413.png,3,0,2,0,0%,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,11,3.67,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Sandro,Tonali,Newcastle United,Midfielder,181cm,Italy,https://resources.premierleague.com/premierleague/flags/IT.png,08/05/2000  (23),https://resources.premierleague.com/premierleague/photos/players/250x250/p432422.png,8,,,7,100%,,1,2,4,2,,20,17,19,3,1,0,,0,0,267,33.38,0,11,36%,0,7,2,0,9,0,1,0,1,0,0,0.13,0,0,3,2,67%,1,,,,,,,,
Ivan,Toney,Brentford,Forward,179cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,16/03/1996  (27),https://resources.premierleague.com/premierleague/photos/players/250x250/p144485.png,7,,,8,,,3,6,7,6,,,,,,,,,,0,177,25.29,1,13,,,,2,0,6,5,4,0,4,0,0,0.57,0,1,23,12,52%,6,,,,,,,,
Pau,Torres,Aston Villa,Defender,191cm,Spain,https://resources.premierleague.com/premierleague/flags/ES.png,16/01/1997  (27),https://resources.premierleague.com/premierleague/photos/players/250x250/p244954.png,20,4,22,19,58%,0,1,8,47,18,1,92,58,48,14,18,15,0,0,0,"1,234",61.70,1,6,50%,0,57,1,0,11,1,2,1,0,1,0,,,,,,,,,,,,,,,
,Toti,Wolverhampton Wanderers,Defender,187cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,16/01/1999  (25),https://resources.premierleague.com/premierleague/photos/players/250x250/p510362.png,23,4,25,34,65%,0,2,18,51,24,2,101,88,48,13,35,15,0,0,2,"1,100",47.83,1,9,11%,1,26,3,0,24,2,0,0,0,0,0,,,,,,,,,,,,,,,
Andros,Townsend,Luton Town,Midfielder,181cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,16/07/1991  (32),https://resources.premierleague.com/premierleague/photos/players/250x250/p60252.png,16,,,15,73%,,7,4,3,0,,53,36,54,12,0,9,,0,2,225,14.06,2,54,20%,1,10,1,0,11,1,1,1,0,0,0,0.06,0,0,16,6,38%,0,,,,,,,,
James,Trafford,Burnley,Goalkeeper,197cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,10/10/2002  (21),https://resources.premierleague.com/premierleague/photos/players/250x250/p432720.png,26,2,58,,,,,,,,,,,,,,,0,1,0,"1,221",46.96,,,,,166,2,0,0,,0,,,,,,,,,,,,103,0,20,25,2,19,157,178
Bertrand,Traoré,,Forward,181cm,Burkina Faso,https://resources.premierleague.com/premierleague/flags/BF.png,06/09/1995,https://resources.premierleague.com/premierleague/photos/players/250x250/p110504.png,2,,,1,,,0,0,0,0,,,,,,,,,,0,3,1.50,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Mark,Travers,Bournemouth,Goalkeeper,191cm,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,18/05/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p229600.png,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Mike,Trésor,Burnley,Forward,172cm,Belgium,https://resources.premierleague.com/premierleague/flags/BE.png,28/05/1999  (24),https://resources.premierleague.com/premierleague/photos/players/250x250/p437748.png,14,,,10,,,1,1,1,1,,,,,,,,,,0,143,10.21,1,29,,,,0,0,0,2,0,0,0,0,0,0.00,0,0,5,0,0%,1,,,,,,,,
Ryan,Trevitt,Brentford,Midfielder,170cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,12/03/2003  (20),https://resources.premierleague.com/premierleague/photos/players/250x250/p591357.png,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kieran,Trippier,Newcastle United,Defender,178cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,19/09/1990  (33),https://resources.premierleague.com/premierleague/photos/players/250x250/p77794.png,24,4,41,55,49%,1,1,23,43,28,0,149,121,95,16,29,16,0,2,10,"1,633",68.04,13,204,32%,1,74,5,0,25,3,1,0,0,1,2,,,,,,,,,,,,,,,
Leandro,Trossard,Arsenal,Forward,172cm,Belgium,https://resources.premierleague.com/premierleague/flags/BE.png,04/12/1994  (29),https://resources.premierleague.com/premierleague/photos/players/250x250/p116216.png,22,,,16,,,9,6,4,3,,,,,,,,,,1,355,16.14,2,44,,,,0,0,5,7,7,1,3,3,1,0.32,0,0,38,12,32%,6,,,,,,,,
Auston,Trusty,Sheffield United,Defender,191cm,United States,https://resources.premierleague.com/premierleague/flags/US.png,12/08/1998  (25),https://resources.premierleague.com/premierleague/photos/players/250x250/p201410.png,20,1,45,36,64%,1,1,16,94,53,1,47,83,65,1,39,32,0,1,0,518,25.90,2,1,100%,0,21,4,0,12,3,0,0,0,0,1,,,,,,,,,,,,,,,
Kostas,Tsimikas,Liverpool,Defender,179cm,Greece,https://resources.premierleague.com/premierleague/flags/GR.png,12/05/1996  (27),https://resources.premierleague.com/premierleague/photos/players/250x250/p214285.png,11,3,7,19,68%,0,0,6,9,4,0,43,33,43,4,4,13,0,0,3,352,32.00,2,64,27%,0,12,0,0,10,1,0,0,0,0,0,,,,,,,,,,,,,,,
Matt,Turner,Nottingham Forest,Goalkeeper,191cm,United States,https://resources.premierleague.com/premierleague/flags/US.png,24/06/1994  (29),https://resources.premierleague.com/premierleague/photos/players/250x250/p224068.png,17,2,28,,,,,,,,,,,,,,,0,3,0,473,27.82,,,,,138,1,0,0,,0,,,,,,,,,,,,55,0,5,28,2,9,99,136
