first_name,last_name,Club,Position,Height,Nationality,Flag,Date of Birth,Appearances,image_url,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Emile,Smith Rowe,Arsenal,Midfielder,182cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,28/07/2000  (23),77,https://resources.premierleague.com/premierleague/photos/players/250x250/p209289.png,,,33,48%,,16,27,22,10,,209,140,170,49,14,34,,0,9,"1,750",22.73,9,69,12%,5,27,1,0,15,7,12,0,7,5,1,0.16,0,0,67,36,54%,7,,,,,,,,
Dominic,Solanke,Bournemouth,Forward,187cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,14/09/1997  (26),121,https://resources.premierleague.com/premierleague/photos/players/250x250/p154566.png,,,53,,,66,21,106,76,,,,,,,,,,13,"1,588",13.12,13,28,,,,5,0,98,28,24,3,18,3,7,0.20,1,0,220,76,35%,27,,,,,,,,
Manor,Solomon,Tottenham Hotspur,Forward,170cm,Israel,https://resources.premierleague.com/premierleague/flags/IL.png,24/07/1999  (24),24,https://resources.premierleague.com/premierleague/photos/players/250x250/p235674.png,,,24,,,5,8,3,1,,,,,,,,,,2,284,11.83,1,9,,,,1,0,7,3,4,1,2,1,0,0.17,0,0,18,8,44%,0,,,,,,,,
Son,Heung-Min,Tottenham Hotspur,Forward,183cm,South Korea,https://resources.premierleague.com/premierleague/flags/KR.png,08/07/1992  (31),290,https://resources.premierleague.com/premierleague/photos/players/250x250/p85971.png,,,194,,,165,104,62,26,,,,,,,,,,58,"7,139",24.62,75,706,,,,9,2,115,162,115,4,65,46,24,0.40,2,1,635,297,47%,66,,,,,,,,
Tomás,Soucek,West Ham United,Midfielder,192cm,Czech Republic,https://resources.premierleague.com/premierleague/flags/CZ.png,27/02/1995  (28),146,https://resources.premierleague.com/premierleague/photos/players/250x250/p215439.png,,,280,53%,,43,213,357,220,,710,"1,030",920,30,629,491,,1,6,"4,918",33.68,10,48,23%,2,224,16,1,197,15,25,7,13,4,3,0.17,0,0,193,66,34%,14,,,,,,,,
Lino,Sousa,,Defender,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,19/01/2005,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Djed,Spence,,Defender,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,09/08/2000,4,https://resources.premierleague.com/premierleague/photos/players/250x250/p232859.png,0,0,0,0%,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,9,2.25,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jack,Stacey,,Defender,180cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,06/04/1996,29,https://resources.premierleague.com/premierleague/photos/players/250x250/p154131.png,1,37,26,58%,0,0,23,66,43,0,103,87,81,19,32,23,0,0,2,697,24.03,4,46,11%,1,30,4,0,14,2,0,0,0,0,0,,,,,,,,,,,,,,,
Junior,Stanislas,,Midfielder,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,26/11/1989,144,https://resources.premierleague.com/premierleague/photos/players/250x250/p56872.png,,,123,64%,,79,72,76,26,,463,332,478,98,63,134,,0,14,"3,298",22.90,20,417,18%,34,80,8,0,55,22,26,1,22,3,11,0.18,5,1,248,88,35%,5,,,,,,,,
Jay,Stansfield,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,24/11/2002,3,https://resources.premierleague.com/premierleague/photos/players/250x250/p490146.png,,,0,,,2,1,1,0,,,,,,,,,,0,20,6.67,0,3,,,,0,0,1,0,0,0,0,0,1,0.00,0,0,2,0,0%,0,,,,,,,,
Joseph,Starbuck,,Defender,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,03/08/2002,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Jason,Steele,Brighton &amp; Hove Albion,Goalkeeper,188cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,18/08/1990  (33),30,https://resources.premierleague.com/premierleague/photos/players/250x250/p49262.png,8,50,,,,,,,,,,,,,,,1,0,1,"1,038",34.60,,,,,132,1,0,1,,0,,,,,,,,,,,,77,1,6,16,1,19,103,107
Jed,Steer,,Goalkeeper,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,23/09/1992,3,https://resources.premierleague.com/premierleague/photos/players/250x250/p79852.png,0,4,,,,,,,,,,,,,,,0,0,0,63,21.00,,,,,10,0,0,0,,0,,,,,,,,,,,,3,0,0,2,1,2,15,11
Zack,Steffen,,Goalkeeper,191cm,United States,https://resources.premierleague.com/premierleague/flags/US.png,02/04/1995,2,https://resources.premierleague.com/premierleague/photos/players/250x250/p164484.png,1,1,,,,,,,,,,,,,,,0,0,0,59,29.50,,,,,3,0,0,1,,0,,,,,,,,,,,,3,0,0,0,1,2,10,15
Jack,Stephens,,Defender,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,27/01/1994,137,https://resources.premierleague.com/premierleague/photos/players/250x250/p88900.png,30,212,190,63%,5,5,197,546,282,1,736,511,438,44,230,231,0,1,4,"5,757",42.02,4,24,17%,7,351,23,2,78,3,4,2,1,1,1,,,,,,,,,,,,,,,
Raheem,Sterling,Chelsea,Forward,172cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,08/12/1994  (29),371,https://resources.premierleague.com/premierleague/photos/players/250x250/p103955.png,,,336,,,213,166,68,30,,,,,,,,,,62,"11,407",30.75,85,682,,,,42,1,402,135,121,11,78,32,28,0.33,3,2,753,310,41%,114,,,,,,,,
Finley,Stevens,,Defender,179cm,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,10/04/2003,1,https://resources.premierleague.com/premierleague/photos/players/250x250/p450550.png,0,0,3,33%,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,6,6.00,0,1,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Layton,Stewart,,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,03/09/2002,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p461609.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
John,Stones,Manchester City,Defender,188cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,28/05/1994  (29),233,https://resources.premierleague.com/premierleague/photos/players/250x250/p97299.png,74,200,228,70%,5,17,236,732,414,4,989,891,416,120,458,223,1,8,2,"13,653",58.60,7,33,15%,3,780,11,1,69,5,8,3,2,3,2,,,,,,,,,,,,,,,
Thomas,Strakosha,Brentford,Goalkeeper,186cm,Albania,https://resources.premierleague.com/premierleague/flags/AL.png,19/03/1995  (28),2,https://resources.premierleague.com/premierleague/photos/players/250x250/p140200.png,0,2,,,,,,,,,,,,,,,0,0,0,66,33.00,,,,,16,0,0,0,,0,,,,,,,,,,,,6,0,1,2,0,0,5,15
Ronnie,Stutter,Chelsea,Forward,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,06/01/2005  (19),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Sam,Surridge,,Forward,191cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,28/07/1998,26,https://resources.premierleague.com/premierleague/photos/players/250x250/p217331.png,,,6,,,1,1,7,7,,,,,,,,,,0,91,3.50,0,4,,,,2,0,14,2,1,0,1,0,0,0.04,0,0,13,3,23%,3,,,,,,,,
Mahamadou,Susoho,Manchester City,Midfielder,,Spain,https://resources.premierleague.com/premierleague/flags/ES.png,20/01/2005  (19),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
James,Sweet,Arsenal,Defender,,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,03/11/2003  (20),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Sil,Swinkels,,Defender,190cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,06/01/2004,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p514287.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Dominik,Szoboszlai,Liverpool,Midfielder,186cm,Hungary,https://resources.premierleague.com/premierleague/flags/HU.png,25/10/2000  (23),21,https://resources.premierleague.com/premierleague/photos/players/250x250/p424876.png,,,29,62%,,18,11,13,5,,133,80,105,21,9,13,,0,2,"1,086",51.71,5,79,24%,2,45,1,0,22,3,3,1,1,1,0,0.14,0,0,41,10,24%,0,,,,,,,,
Japhet,Tanganga,,Defender,184cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,31/03/1999,27,https://resources.premierleague.com/premierleague/photos/players/250x250/p199584.png,7,28,39,59%,0,4,25,78,55,1,87,133,124,21,51,37,0,1,0,837,31.00,1,18,22%,1,21,5,1,41,1,0,0,0,0,0,,,,,,,,,,,,,,,
Devan,Tanton,Fulham,Defender,176cm,Colombia,https://resources.premierleague.com/premierleague/flags/CO.png,03/01/2004  (20),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Matt,Targett,Newcastle United,Defender,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,18/09/1995  (28),162,https://resources.premierleague.com/premierleague/photos/players/250x250/p169359.png,35,189,294,59%,0,14,236,317,152,3,667,655,507,48,216,167,1,1,9,"5,426",33.49,22,553,25%,13,325,19,0,102,3,3,1,0,2,1,,,,,,,,,,,,,,,
James,Tarkowski,Everton,Defender,185cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,19/11/1992  (31),258,https://resources.premierleague.com/premierleague/photos/players/250x250/p17761.png,69,346,420,60%,5,28,357,"1,352",786,13,"1,104","1,738",886,72,"1,078",459,1,5,7,"8,943",34.66,18,26,31%,4,863,52,0,244,20,9,5,1,2,5,,,,,,,,,,,,,,,
Marcus,Tavernier,Bournemouth,Midfielder,178cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,22/03/1999  (24),45,https://resources.premierleague.com/premierleague/photos/players/250x250/p201658.png,,,72,65%,,23,13,31,19,,235,228,291,78,29,60,,0,8,"1,156",25.69,11,185,23%,6,36,2,0,34,7,7,0,1,6,0,0.16,0,0,77,28,36%,3,,,,,,,,
Charlie,Taylor,Burnley,Defender,176cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,18/09/1993  (30),151,https://resources.premierleague.com/premierleague/photos/players/250x250/p103914.png,34,216,229,53%,2,5,186,378,215,2,765,793,549,127,264,189,0,1,7,"4,884",32.34,12,478,20%,0,309,18,0,82,4,1,0,0,1,0,,,,,,,,,,,,,,,
Slobodan,Tedic,,Forward,190cm,Serbia,https://resources.premierleague.com/premierleague/flags/RS.png,13/04/2000,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Nathan,Tella,,Midfielder,173cm,Nigeria,https://resources.premierleague.com/premierleague/flags/NG.png,05/07/1999,33,https://resources.premierleague.com/premierleague/photos/players/250x250/p203389.png,,,21,67%,,7,9,10,3,,86,97,169,21,8,41,,0,2,297,9.00,3,19,26%,1,4,4,0,33,8,1,0,1,0,0,0.03,0,0,30,14,47%,3,,,,,,,,
Kenny,Tete,Fulham,Defender,180cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,09/10/1995  (28),63,https://resources.premierleague.com/premierleague/photos/players/250x250/p167074.png,11,79,152,59%,0,6,95,144,76,0,260,335,222,38,66,54,0,0,6,"2,113",33.54,5,189,27%,2,89,13,0,81,2,2,1,1,0,0,,,,,,,,,,,,,,,
Thiago,Silva,Chelsea,Defender,183cm,Brazil,https://resources.premierleague.com/premierleague/flags/BR.png,22/09/1984  (39),105,https://resources.premierleague.com/premierleague/photos/players/250x250/p51090.png,31,117,118,60%,1,17,132,391,200,8,606,381,188,13,205,98,0,3,2,"8,315",79.19,3,9,11%,2,485,10,1,43,1,7,7,0,0,2,,,,,,,,,,,,,,,
Bobby,Thomas,,Defender,186cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,30/01/2001,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p461102.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Elliot,Thorpe,Luton Town,Midfielder,176cm,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,09/11/2000  (23),0,https://resources.premierleague.com/premierleague/photos/players/250x250/p232477.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Youri,Tielemans,Aston Villa,Midfielder,176cm,Belgium,https://resources.premierleague.com/premierleague/flags/BE.png,07/05/1997  (26),173,https://resources.premierleague.com/premierleague/photos/players/250x250/p166989.png,,,318,53%,,80,131,102,57,,968,786,703,143,131,103,,1,24,"8,667",50.10,36,352,18%,70,417,18,0,155,2,22,1,18,3,8,0.13,5,0,234,76,32%,5,,,,,,,,
Kieran,Tierney,,Defender,178cm,Scotland,https://resources.premierleague.com/premierleague/flags/GB-SCT.png,05/06/1997,91,https://resources.premierleague.com/premierleague/photos/players/250x250/p192895.png,19,74,85,66%,0,13,51,155,68,0,303,223,218,40,45,98,0,0,8,"2,927",32.16,6,272,18%,1,123,6,0,32,2,3,0,1,2,2,,,,,,,,,,,,,,,
Jurriën,Timber,Arsenal,Defender,179cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,17/06/2001  (22),1,https://resources.premierleague.com/premierleague/photos/players/250x250/p445122.png,0,0,1,100%,0,0,0,1,0,0,2,2,2,0,1,0,0,0,0,45,45.00,0,0,0%,0,0,1,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,
Harry,Toffolo,Nottingham Forest,Defender,183cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,19/08/1995  (28),34,https://resources.premierleague.com/premierleague/photos/players/250x250/p114241.png,2,40,35,46%,1,2,21,61,25,0,91,76,75,4,30,27,0,0,3,624,18.35,2,67,31%,0,20,4,0,22,0,1,1,0,0,0,,,,,,,,,,,,,,,
Takehiro,Tomiyasu,Arsenal,Defender,187cm,Japan,https://resources.premierleague.com/premierleague/flags/JP.png,05/11/1998  (25),55,https://resources.premierleague.com/premierleague/photos/players/250x250/p223723.png,9,36,73,55%,0,7,48,87,46,0,165,182,145,14,77,69,0,1,3,"1,759",31.98,2,50,36%,4,59,4,1,29,0,1,0,1,0,0,,,,,,,,,,,,,,,
James,Tomkins,Crystal Palace,Defender,192cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,29/03/1989  (34),288,https://resources.premierleague.com/premierleague/photos/players/250x250/p49413.png,60,371,463,70%,17,28,457,"2,109",964,4,"1,067","1,492",856,27,852,494,0,7,7,"8,893",30.88,9,51,33%,4,798,50,3,180,8,14,8,4,2,7,,,,,,,,,,,,,,,
Sandro,Tonali,Newcastle United,Midfielder,181cm,Italy,https://resources.premierleague.com/premierleague/flags/IT.png,08/05/2000  (23),8,https://resources.premierleague.com/premierleague/photos/players/250x250/p432422.png,,,7,100%,,1,2,4,2,,20,17,19,3,1,0,,0,0,267,33.38,0,11,36%,0,7,2,0,9,0,1,0,1,0,0,0.13,0,0,3,2,67%,1,,,,,,,,
Ivan,Toney,Brentford,Forward,179cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,16/03/1996  (27),74,https://resources.premierleague.com/premierleague/photos/players/250x250/p144485.png,,,62,,,42,32,84,68,,,,,,,,,,9,"1,611",21.77,23,72,,,,19,0,108,55,36,4,29,3,6,0.49,11,3,202,82,41%,27,,,,,,,,
Pau,Torres,Aston Villa,Defender,191cm,Spain,https://resources.premierleague.com/premierleague/flags/ES.png,16/01/1997  (27),20,https://resources.premierleague.com/premierleague/photos/players/250x250/p244954.png,4,22,19,58%,0,1,8,47,18,1,92,58,48,14,18,15,0,0,0,"1,234",61.70,1,6,50%,0,57,1,0,11,1,2,1,0,1,0,,,,,,,,,,,,,,,
,Toti,Wolverhampton Wanderers,Defender,187cm,Portugal,https://resources.premierleague.com/premierleague/flags/PT.png,16/01/1999  (25),44,https://resources.premierleague.com/premierleague/photos/players/250x250/p510362.png,8,45,60,63%,0,3,37,109,53,4,179,166,110,27,65,41,0,0,2,"1,798",40.86,1,19,26%,1,51,10,0,42,4,1,1,0,0,0,,,,,,,,,,,,,,,
Andros,Townsend,Luton Town,Midfielder,181cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,16/07/1991  (32),280,https://resources.premierleague.com/premierleague/photos/players/250x250/p60252.png,,,473,67%,,135,234,101,24,,"1,200","1,333","1,350",494,28,118,,2,30,"5,987",21.38,49,"1,220",25%,15,145,18,0,124,25,26,1,6,19,6,0.09,2,1,404,129,32%,14,,,,,,,,
James,Trafford,Burnley,Goalkeeper,197cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,10/10/2002  (21),26,https://resources.premierleague.com/premierleague/photos/players/250x250/p432720.png,2,58,,,,,,,,,,,,,,,0,1,0,"1,221",46.96,,,,,166,2,0,0,,0,,,,,,,,,,,,103,0,20,25,2,19,157,178
Bertrand,Traoré,,Forward,181cm,Burkina Faso,https://resources.premierleague.com/premierleague/flags/BF.png,06/09/1995,65,https://resources.premierleague.com/premierleague/photos/players/250x250/p110504.png,,,40,,,37,19,16,6,,,,,,,,,,7,985,15.15,7,115,,,,2,0,36,17,11,0,2,9,2,0.17,0,0,98,33,34%,4,,,,,,,,
Mark,Travers,Bournemouth,Goalkeeper,191cm,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,18/05/1999  (24),15,https://resources.premierleague.com/premierleague/photos/players/250x250/p229600.png,3,40,,,,,,,,,,,,,,,0,1,0,381,25.40,,,,,90,0,0,0,,0,,,,,,,,,,,,47,0,5,5,0,3,72,139
Mike,Trésor,Burnley,Forward,172cm,Belgium,https://resources.premierleague.com/premierleague/flags/BE.png,28/05/1999  (24),14,https://resources.premierleague.com/premierleague/photos/players/250x250/p437748.png,,,10,,,1,1,1,1,,,,,,,,,,0,143,10.21,1,29,,,,0,0,0,2,0,0,0,0,0,0.00,0,0,5,0,0%,1,,,,,,,,
Ryan,Trevitt,Brentford,Midfielder,170cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,12/03/2003  (20),0,https://resources.premierleague.com/premierleague/photos/players/250x250/p591357.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Kieran,Trippier,Newcastle United,Defender,178cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,19/09/1990  (33),175,https://resources.premierleague.com/premierleague/photos/players/250x250/p77794.png,47,181,366,64%,1,20,219,410,235,5,"1,075",843,640,85,243,178,2,5,35,"8,998",51.42,67,"1,336",30%,27,621,17,0,142,22,6,0,5,1,4,,,,,,,,,,,,,,,
Leandro,Trossard,Arsenal,Forward,172cm,Belgium,https://resources.premierleague.com/premierleague/flags/BE.png,04/12/1994  (29),158,https://resources.premierleague.com/premierleague/photos/players/250x250/p116216.png,,,127,,,74,68,22,10,,,,,,,,,,24,"4,044",25.59,27,343,,,,5,0,89,37,33,1,18,13,13,0.21,1,0,266,97,36%,25,,,,,,,,
Auston,Trusty,Sheffield United,Defender,191cm,United States,https://resources.premierleague.com/premierleague/flags/US.png,12/08/1998  (25),20,https://resources.premierleague.com/premierleague/photos/players/250x250/p201410.png,1,45,36,64%,1,1,16,94,53,1,47,83,65,1,39,32,0,1,0,518,25.90,2,1,100%,0,21,4,0,12,3,0,0,0,0,1,,,,,,,,,,,,,,,
Kostas,Tsimikas,Liverpool,Defender,179cm,Greece,https://resources.premierleague.com/premierleague/flags/GR.png,12/05/1996  (27),46,https://resources.premierleague.com/premierleague/photos/players/250x250/p214285.png,7,24,60,57%,1,7,28,42,17,0,155,120,139,16,23,33,0,0,9,"1,313",28.54,6,267,24%,1,39,6,0,44,1,0,0,0,0,0,,,,,,,,,,,,,,,
Matt,Turner,Nottingham Forest,Goalkeeper,191cm,United States,https://resources.premierleague.com/premierleague/flags/US.png,24/06/1994  (29),17,https://resources.premierleague.com/premierleague/photos/players/250x250/p224068.png,2,28,,,,,,,,,,,,,,,0,3,0,473,27.82,,,,,138,1,0,0,,0,,,,,,,,,,,,55,0,5,28,2,9,99,136
Jay,Turner-Cooke,,Midfielder,,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,31/12/2003,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Ed,Turns,,Defender,,Wales,https://resources.premierleague.com/premierleague/flags/GB-WLS.png,18/10/2002,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p448496.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Scott,Twine,,Midfielder,174cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,14/07/1999,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p226473.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Destiny,Udogie,Tottenham Hotspur,Defender,186cm,Italy,https://resources.premierleague.com/premierleague/flags/IT.png,28/11/2002  (21),21,https://resources.premierleague.com/premierleague/photos/players/250x250/p487053.png,1,29,60,48%,1,2,28,55,31,0,129,122,111,17,18,19,0,2,3,848,40.38,3,15,0%,0,5,5,1,37,3,2,0,0,2,0,,,,,,,,,,,,,,,
Lesley,Ugochukwu,Chelsea,Midfielder,188cm,France,https://resources.premierleague.com/premierleague/flags/FR.png,26/03/2004  (19),10,https://resources.premierleague.com/premierleague/photos/players/250x250/p503714.png,,,12,75%,,0,1,3,1,,10,25,14,3,8,2,,0,0,167,16.70,0,0,0%,0,3,2,0,4,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Franco,Umeh-Chibueze,Crystal Palace,Forward,,Ireland,https://resources.premierleague.com/premierleague/flags/IE.png,26/01/2005  (19),0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Enes,Ünal,Bournemouth,Forward,187cm,Turkey,https://resources.premierleague.com/premierleague/flags/TR.png,10/05/1997  (26),3,https://resources.premierleague.com/premierleague/photos/players/250x250/p168636.png,,,0,,,3,0,0,0,,,,,,,,,,0,8,2.67,0,0,,,,0,0,1,2,0,0,0,0,0,0.00,0,0,4,0,0%,1,,,,,,,,
Deniz,Undav,,Forward,179cm,Germany,https://resources.premierleague.com/premierleague/flags/DE.png,19/07/1996,22,https://resources.premierleague.com/premierleague/photos/players/250x250/p450434.png,,,7,,,8,0,1,1,,,,,,,,,,0,162,7.36,1,1,,,,2,0,15,7,5,0,2,3,2,0.23,0,0,27,12,44%,6,,,,,,,,
Hákon,Valdimarsson,Brentford,Goalkeeper,188cm,Iceland,https://resources.premierleague.com/premierleague/flags/IS.png,13/10/2001  (22),0,https://resources.premierleague.com/premierleague/photos/players/250x250/p507433.png,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Harvey,Vale,,Midfielder,181cm,England,https://resources.premierleague.com/premierleague/flags/GB-ENG.png,11/09/2003,0,https://resources.premierleague.com/premierleague/photos/players/250x250/Photo-Missing.png,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Joel,Valencia,,Forward,164cm,Ecuador,https://resources.premierleague.com/premierleague/flags/EC.png,16/11/1994,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p105518.png,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Donny,van de Beek,,Midfielder,184cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,18/04/1997,42,https://resources.premierleague.com/premierleague/photos/players/250x250/p180184.png,,,36,58%,,5,15,12,3,,83,74,83,14,13,15,,0,1,608,14.48,2,6,0%,2,9,2,0,18,1,3,1,1,1,1,0.07,0,0,12,3,25%,0,,,,,,,,
Micky,van de Ven,Tottenham Hotspur,Defender,193cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,19/04/2001  (22),16,https://resources.premierleague.com/premierleague/photos/players/250x250/p491279.png,4,19,27,70%,1,0,12,48,23,0,94,68,48,8,22,23,0,0,0,"1,059",66.19,0,0,0%,0,22,1,0,7,0,1,0,0,1,0,,,,,,,,,,,,,,,
Sepp,van den Berg,,Defender,189cm,Netherlands,https://resources.premierleague.com/premierleague/flags/NL.png,20/12/2001,0,https://resources.premierleague.com/premierleague/photos/players/250x250/p444765.png,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
